id города,Дата,Температура день,давление день,облачность день,явления день,ветер день,Температура вечер,давление вечер,облачность вечер,явления вечер,ветер вечер
233738,2017-01-01,-27,740,пасмурно,снег,Ш,-,-,-,-,-
233738,2017-01-02,-31,740,ясно,-,Ш,-,-,-,-,-
233738,2017-01-03,-28,740,ясно,-,Ш,-32,741,ясно,-,Ш
233738,2017-01-04,-31,744,пасмурно,снег,Ш,-31,745,ясно,-,Ш
233738,2017-01-05,-23,746,малооблачно,-,ЮВ 1м/с,-32,749,ясно,-,ЮВ 1м/с
233738,2017-01-06,-36,746,ясно,-,Ш,-46,746,ясно,-,Ш
233738,2017-01-07,-41,745,ясно,-,ЮВ 1м/с,-41,744,ясно,-,ЮВ 1м/с
233738,2017-01-08,-33,747,малооблачно,-,Ш,-36,749,малооблачно,-,Ш
233738,2017-01-09,-40,743,ясно,-,Ш,-46,743,ясно,-,Ш
233738,2017-01-10,-42,747,ясно,-,Ш,-47,749,ясно,-,Ш
233738,2017-01-11,-34,751,пасмурно,снег,СЗ 1м/с,-33,752,пасмурно,снег,СЗ 1м/с
233738,2017-01-12,-31,752,пасмурно,-,Ш,-30,753,пасмурно,-,Ш
233738,2017-01-13,-27,755,пасмурно,снег,СЗ 1м/с,-27,758,пасмурно,-,СЗ 1м/с
233738,2017-01-14,-28,763,пасмурно,снег,Ш,-28,763,пасмурно,снег,Ш
233738,2017-01-15,-29,761,ясно,-,Ш,-36,761,ясно,-,Ш
233738,2017-01-16,-33,758,ясно,-,Ш,-38,758,ясно,-,Ш
233738,2017-01-17,-35,756,ясно,-,ЮВ 1м/с,-40,756,ясно,-,ЮВ 1м/с
233738,2017-01-18,-34,756,пасмурно,снег,Ш,-34,756,пасмурно,снег,Ш
233738,2017-01-19,-30,753,пасмурно,снег,Ш,-30,752,пасмурно,снег,Ш
233738,2017-01-20,-30,752,ясно,-,Ш,-38,754,ясно,-,Ш
233738,2017-01-21,-33,755,облачно,снег,Ш,-34,755,пасмурно,снег,Ш
233738,2017-01-22,-34,752,ясно,-,Ш,-40,752,ясно,-,Ш
233738,2017-01-23,-30,746,ясно,-,ЮВ 1м/с,-35,746,ясно,-,ЮВ 1м/с
233738,2017-01-24,-29,744,малооблачно,-,Ш,-29,743,малооблачно,-,Ш
233738,2017-01-25,-27,742,ясно,-,Ш,-32,742,ясно,-,Ш
233738,2017-01-26,-22,740,пасмурно,снег,Ш,-24,742,облачно,-,Ш
233738,2017-01-27,-27,744,ясно,-,Ш,-34,746,ясно,-,Ш
233738,2017-01-28,-31,749,пасмурно,-,Ш,-31,749,пасмурно,-,Ш
233738,2017-01-29,-26,744,пасмурно,снег,ЮВ 1м/с,-29,744,облачно,снег,ЮВ 1м/с
233738,2017-01-30,-27,737,ясно,-,Ш,-32,735,малооблачно,-,Ш
233738,2017-01-31,-24,738,малооблачно,-,Ш,-34,740,ясно,-,Ш
