id города,Дата,Температура день,давление день,облачность день,явления день,ветер день,Температура вечер,давление вечер,облачность вечер,явления вечер,ветер вечер
233979,2016-06-01,+19,755,пасмурно,-,С 3м/с,-,-,-,-,-
233979,2016-06-02,+15,755,пасмурно,-,В 2м/с,+9,756,малооблачно,-,В 2м/с
233979,2016-06-03,+13,757,малооблачно,-,СВ 3м/с,+7,758,малооблачно,-,СВ 3м/с
233979,2016-06-04,+17,755,облачно,-,С 1м/с,+10,756,ясно,-,С 1м/с
233979,2016-06-05,+18,757,ясно,-,СВ 3м/с,+10,758,ясно,-,СВ 3м/с
233979,2016-06-06,+19,759,малооблачно,-,ЮЗ 2м/с,+13,759,ясно,-,ЮЗ 2м/с
233979,2016-06-07,+18,757,ясно,-,ЮВ 5м/с,+10,757,пасмурно,-,ЮВ 5м/с
233979,2016-06-08,+14,759,пасмурно,-,СВ 1м/с,+13,760,пасмурно,-,СВ 1м/с
233979,2016-06-09,+9,761,пасмурно,-,ЮВ 2м/с,+8,761,пасмурно,-,ЮВ 2м/с
233979,2016-06-10,+9,761,пасмурно,-,СВ 1м/с,+9,762,пасмурно,-,СВ 1м/с
233979,2016-06-11,+17,761,ясно,-,В 3м/с,+11,761,малооблачно,-,В 3м/с
233979,2016-06-12,+13,757,пасмурно,-,ЮВ 5м/с,+10,756,малооблачно,-,ЮВ 5м/с
233979,2016-06-13,+14,754,пасмурно,-,ЮВ 4м/с,+13,754,пасмурно,-,ЮВ 4м/с
233979,2016-06-14,+14,752,пасмурно,-,В 2м/с,+11,754,пасмурно,-,В 2м/с
233979,2016-06-15,+12,755,пасмурно,-,Ш,+11,756,пасмурно,-,Ш
233979,2016-06-16,+17,756,пасмурно,-,СВ 1м/с,+11,756,малооблачно,-,СВ 1м/с
233979,2016-06-17,+20,756,малооблачно,-,СВ 3м/с,+13,757,ясно,-,СВ 3м/с
233979,2016-06-18,+23,757,ясно,-,В 4м/с,+14,757,ясно,-,В 4м/с
233979,2016-06-19,+20,752,ясно,-,ЮВ 6м/с,+10,753,малооблачно,-,ЮВ 6м/с
233979,2016-06-20,+24,752,малооблачно,-,Ю 2м/с,+16,755,малооблачно,-,Ю 2м/с
233979,2016-06-21,+25,755,ясно,-,В 3м/с,+16,755,облачно,-,В 3м/с
233979,2016-06-22,+27,753,ясно,-,ЮВ 4м/с,+18,754,ясно,-,ЮВ 4м/с
233979,2016-06-23,+24,752,ясно,-,ЮВ 5м/с,+17,752,ясно,-,ЮВ 5м/с
233979,2016-06-24,+23,753,ясно,-,В 5м/с,+16,754,ясно,-,В 5м/с
233979,2016-06-25,+23,754,ясно,-,ЮВ 4м/с,+15,755,ясно,-,ЮВ 4м/с
233979,2016-06-26,+16,755,пасмурно,-,В 2м/с,+13,754,малооблачно,-,В 2м/с
233979,2016-06-27,+24,752,ясно,-,Ю 2м/с,+18,752,малооблачно,-,Ю 2м/с
233979,2016-06-28,+20,752,пасмурно,гроза,СВ 5м/с,+16,755,пасмурно,-,СВ 5м/с
233979,2016-06-29,+24,753,ясно,-,Ю 1м/с,+16,753,облачно,-,Ю 1м/с
233979,2016-06-30,+23,753,пасмурно,-,Ю 3м/с,+14,754,облачно,-,Ю 3м/с
